NaN	NaN
42.892067	0.000000
42.893692	0.001760
NaN	NaN
42.891052	0.001467
42.898093	0.007921
42.904546	0.013201
42.907480	0.016721
42.910414	0.020828
42.913054	0.024642
42.915987	0.028749
42.918921	0.032562
42.922441	0.035789
42.925375	0.039603
42.928308	0.043710
42.931242	0.047523
42.934762	0.050457
42.938282	0.053977
42.941216	0.057791
42.944736	0.061018
42.947376	0.065125
42.950603	0.068938
42.953243	0.072752
42.957057	0.075979
42.959697	0.080086
42.962924	0.083899
42.966151	0.086833
42.969084	0.090940
42.972605	0.094167
42.975538	0.097980
42.979058	0.101207
42.981992	0.105314
42.985512	0.108248
42.989033	0.111768
42.992553	0.114702
42.996073	0.117928
42.999593	0.121155
43.003114	0.124382
43.007221	0.127022
43.010741	0.129956
43.014554	0.133476
43.017195	0.137290
43.020715	0.140517
43.024528	0.143744
43.027169	0.147557
43.030396	0.151371
43.033622	0.154598
43.036556	0.158705
43.040370	0.161932
43.043010	0.165745
43.045943	0.169852
43.049464	0.172786
43.052397	0.176599
43.055331	0.180413
43.058851	0.183933
43.061784	0.187747
43.064718	0.191560
43.067358	0.195667
43.071172	0.198894
43.073812	0.202708
43.077039	0.206521
43.079679	0.210628
43.079679	0.210042
43.082613	0.213855
43.085546	0.217669
43.088773	0.221189
43.092000	0.225003
43.094640	0.228816
43.097867	0.232923
43.100507	0.236737
43.104027	0.239671
43.106961	0.243777
43.109895	0.247884
43.113708	0.250818
43.116348	0.254632
43.119869	0.258152
43.123389	0.261085
43.126909	0.264312
43.131016	0.266952
43.135416	0.269299
43.138937	0.272820
43.142457	0.275753
43.145977	0.279273
43.150377	0.281620
43.153018	0.285434
43.155071	0.286021
43.161525	0.292474
43.164458	0.295115
43.167685	0.298341
43.170912	0.302155
43.174433	0.305675
43.177659	0.308609
43.181473	0.311836
43.184407	0.315943
43.187340	0.319756
43.189980	0.323570
43.193501	0.326797
43.196727	0.330904
43.199368	0.334717
43.203181	0.337651
